tax_sp_level,N,N_human_impacted,N_mines,N_impacted_total,AOO_all,AOO_left,nbe_occ_protected_area,AOO_without_impact,AOO_decline,Category_code_CA
Adenopodia schlechteri,4,1,0,1,16,4,0,12,25,LC or NT
Adenopodia spicata,2,0,0,0,8,0,0,8,0,LC or NT
Adenorandia kalbreyeri,36,3,1,4,96,12,0,84,12.5,LC or NT
Adenostemma caffrum,51,13,4,14,180,44,6,136,24.444444444444443,LC or NT
Adenostemma mauritianum,63,3,0,1,196,4,25,192,2.0408163265306123,LC or NT
Adenostemma perrottetii,93,30,6,27,340,100,21,240,29.411764705882355,LC or NT
Adenostemma viscosum,24,8,2,4,92,16,7,76,17.391304347826086,LC or NT
Adhatoda bolomboensis,86,20,1,10,240,36,24,204,15,LC or NT
Adhatoda buchholzii,70,7,0,6,236,24,10,212,10.16949152542373,LC or NT
Adhatoda camerunensis,7,4,0,4,16,8,0,8,50,EN
Adhatoda le-testui,4,0,0,0,16,0,1,16,0,LC or NT
Adhatoda maculata,20,8,1,9,72,32,1,40,44.44444444444444,VU
Adhatoda schimperiana,23,19,0,19,88,72,0,16,81.81818181818183,CR
Adhatoda tristis,41,5,0,5,144,20,7,124,13.88888888888889,LC or NT
Adiantum balfourii,1,0,0,0,4,0,0,4,0,LC or NT
Adiantum capillus-veneris,150,NA,3,32,504,120,33,384,23.809523809523807,LC or NT
Adiantum caudatum,2,0,0,0,4,0,0,4,0,LC or NT
Adiantum comorense,19,0,3,3,60,8,6,52,13.333333333333334,LC or NT
Adiantum confine,4,1,0,1,16,4,1,12,25,LC or NT
Adiantum hispidulum,27,4,1,5,92,12,8,80,13.043478260869565,LC or NT
Adiantum incisum,143,23,13,26,492,88,21,404,17.88617886178862,LC or NT
Adiantum mendoncae,2,0,0,0,8,0,0,8,0,LC or NT
Adiantum mettenii,6,0,0,0,20,0,3,20,0,LC or NT
Adiantum patens,66,9,6,10,240,36,11,204,15,LC or NT
Adiantum philippense,288,31,13,35,996,132,37,864,13.253012048192772,LC or NT
Adiantum poiretii,225,56,3,43,780,164,75,616,21.025641025641026,LC or NT
Adiantum raddianum,32,3,0,3,84,8,12,76,9.523809523809524,LC or NT
Adiantum rhizophorum,8,0,0,0,32,0,1,32,0,LC or NT
Adiantum schweinfurthii,5,1,0,1,20,4,2,16,20,LC or NT
Adiantum soboliferum,9,1,0,1,36,4,4,32,11.11111111111111,LC or NT
Adiantum tetraphyllum,1,0,0,0,4,0,0,4,0,LC or NT
Adiantum vogelii,146,64,1,47,468,148,29,320,31.62393162393162,VU
Adromischus caryophyllaceus,1,0,0,0,4,0,0,4,0,LC or NT
Adromischus filicaulis,1,0,0,0,4,0,0,4,0,LC or NT
Aedesia glabra,63,9,4,5,236,20,17,216,8.47457627118644,LC or NT
Aedesia spectabilis,8,0,0,0,32,0,3,32,0,LC or NT
Aeglopsis chevalieri,20,12,1,7,68,28,10,40,41.17647058823529,VU
Aeglopsis eggelingii,2,2,0,2,4,4,0,0,100,CR
Aeluropus lagopoides,3,0,0,0,12,0,0,12,0,LC or NT
Aeolanthus pubescens,3,2,0,2,12,8,0,4,66.66666666666666,EN
Aeolanthus repens,13,4,0,3,52,12,1,40,23.076923076923077,LC or NT
Aeollanthus abyssinicus,5,5,0,5,20,20,0,0,100,CR
Aeollanthus alternatus,4,0,0,0,16,0,1,16,0,LC or NT
Aeollanthus ambustus,2,0,0,0,8,0,1,8,0,LC or NT
Aeollanthus angustifolius,13,0,0,0,44,0,0,44,0,LC or NT
Aeollanthus breviflorus,9,3,1,4,28,12,0,16,42.857142857142854,VU
Aeollanthus buchnerianus,8,0,0,0,32,0,1,32,0,LC or NT
Aeollanthus caudatus,1,0,0,0,4,0,0,4,0,LC or NT
Aeollanthus cucullatus,1,0,0,0,4,0,0,4,0,LC or NT
Aeollanthus densiflorus,5,2,0,2,20,8,1,12,40,VU
Aeollanthus elsholzioides,1,0,0,0,4,0,0,4,0,LC or NT
Aeollanthus engleri,14,1,1,2,52,8,1,44,15.384615384615385,LC or NT
Aeollanthus fruticosus,3,1,0,1,12,4,0,8,33.33333333333333,VU
Aeollanthus holstii,18,2,0,2,64,8,8,56,12.5,LC or NT
Aeollanthus homblei,20,2,1,3,60,12,0,48,20,LC or NT
Aeollanthus lobatus,2,0,0,0,8,0,0,8,0,LC or NT
Aeollanthus myrianthus,18,4,1,5,68,20,1,48,29.411764705882355,LC or NT
Aeollanthus neglectus,2,0,0,0,8,0,0,8,0,LC or NT
Aeollanthus pinnatifidus,3,2,0,2,12,8,0,4,66.66666666666666,EN
Aeollanthus pubescens,63,21,6,10,224,40,15,184,17.857142857142858,LC or NT
Aeollanthus rehmannii,4,0,0,0,16,0,0,16,0,LC or NT
Aeollanthus repens,19,6,2,8,76,32,4,44,42.10526315789473,VU
Aeollanthus rivularis,2,0,0,0,8,0,0,8,0,LC or NT
Aeollanthus saxatilis,11,0,0,0,16,0,0,16,0,LC or NT
Aeollanthus sedoides,1,1,0,1,4,4,0,0,100,CR
Aeollanthus serpiculoides,5,1,0,1,20,4,0,16,20,LC or NT
Aeollanthus stuhlmannii,7,0,0,0,16,0,0,16,0,LC or NT
Aeollanthus suaveolens,25,8,0,8,80,24,1,56,30,VU
Aeollanthus subacaulis,71,3,4,7,176,20,7,156,11.363636363636363,LC or NT
Aeollanthus subintegrus,8,0,0,0,20,0,2,20,0,LC or NT
Aeollanthus trifidus,3,0,0,0,12,0,0,12,0,LC or NT
Aeollanthus ukamensis,3,0,0,0,12,0,1,12,0,LC or NT
Aeollanthus zanzibaricus,15,0,0,0,60,0,3,60,0,LC or NT
Aeonium leucoblepharum,3,3,0,3,12,12,0,0,100,CR
Aerangis alcicornis,1,0,0,0,4,0,0,4,0,LC or NT
Aerangis appendiculata,1,0,0,0,4,0,0,4,0,LC or NT
Aerangis arachnopus,13,1,0,1,52,4,0,48,7.6923076923076925,LC or NT
Aerangis biloba,24,9,3,7,80,24,7,56,30,VU
Aerangis brachycarpa,44,14,0,14,160,56,8,104,35,VU
Aerangis calantha,20,1,1,2,60,8,2,52,13.333333333333334,LC or NT
Aerangis carnea,11,0,0,0,36,0,6,36,0,LC or NT
Aerangis collum-cygni,9,1,0,1,36,4,1,32,11.11111111111111,LC or NT
Aerangis confusa,11,2,1,2,40,4,2,36,10,LC or NT
Aerangis coriacea,7,1,0,1,24,4,4,20,16.666666666666664,LC or NT
Aerangis distincta,5,1,0,1,20,4,2,16,20,LC or NT
Aerangis flexuosa,3,0,0,0,8,0,0,8,0,LC or NT
Aerangis gracillima,28,2,0,2,80,8,4,72,10,LC or NT
Aerangis gravenreuthii,5,0,0,0,16,0,1,16,0,LC or NT
Aerangis hologlottis,4,0,1,0,16,0,2,16,0,LC or NT
Aerangis jacksonii,3,1,0,1,12,4,1,8,33.33333333333333,VU
Aerangis kirkii,5,0,0,0,20,0,2,20,0,LC or NT
Aerangis kotschyana,21,0,4,4,68,4,4,64,5.88235294117647,LC or NT
Aerangis luteoalba,34,7,0,7,96,20,14,76,20.833333333333336,LC or NT
Aerangis megaphylla,6,0,0,0,8,0,1,8,0,LC or NT
Aerangis montana,3,0,0,0,12,0,0,12,0,LC or NT
Aerangis mystacidii,4,1,0,1,16,4,0,12,25,LC or NT
Aerangis oligantha,7,0,0,0,24,0,2,24,0,LC or NT
Aerangis somalensis,1,0,0,0,4,0,0,4,0,LC or NT
Aerangis splendida,4,0,0,0,16,0,1,16,0,LC or NT
Aerangis stelligera,15,4,1,2,48,8,6,40,16.666666666666664,LC or NT
Aerangis thomsonii,34,8,0,7,112,24,12,88,21.428571428571427,LC or NT
Aerangis ugandensis,17,3,0,3,60,12,1,48,20,LC or NT
Aerangis verdickii,13,5,0,5,40,12,2,28,30,VU
Aerva javanica,43,NA,0,8,172,32,4,140,18.6046511627907,LC or NT
Aerva lanata,118,30,1,30,448,108,22,340,24.107142857142858,LC or NT
Aerva leucura,21,5,1,6,84,24,4,60,28.57142857142857,LC or NT
Aeschynomene abyssinica,52,26,1,27,208,108,7,100,51.92307692307693,EN
Aeschynomene afraspera,36,14,0,8,124,32,11,92,25.806451612903224,LC or NT
Aeschynomene angolensis,2,0,0,0,8,0,0,8,0,LC or NT
Aeschynomene aphylla,5,0,0,0,16,0,2,16,0,LC or NT
Aeschynomene baumii,25,0,0,0,100,0,3,100,0,LC or NT
Aeschynomene bella,4,0,0,0,16,0,2,16,0,LC or NT
Aeschynomene benguellensis,1,0,0,0,4,0,0,4,0,LC or NT
Aeschynomene bracteosa,18,3,1,3,64,8,4,56,12.5,LC or NT
Aeschynomene bullockii,2,0,0,0,8,0,0,8,0,LC or NT
Aeschynomene burttii,9,0,0,0,32,0,5,32,0,LC or NT
Aeschynomene chimanimaniensis,3,1,0,1,12,4,1,8,33.33333333333333,VU
Aeschynomene crassicaulis,14,9,0,7,56,28,5,28,50,EN
Aeschynomene cristata,40,6,1,7,136,20,3,116,14.705882352941178,LC or NT
Aeschynomene debilis,4,0,0,0,16,0,0,16,0,LC or NT
Aeschynomene deightonii,3,3,0,3,12,12,0,0,100,CR
Aeschynomene dimidiata,8,0,0,0,32,0,0,32,0,LC or NT
Aeschynomene elaphroxylon,16,3,2,5,60,20,2,40,33.33333333333333,VU
Aeschynomene falcata,1,1,0,1,4,4,0,0,100,CR
Aeschynomene fluitans,19,4,0,3,68,12,3,56,17.647058823529413,LC or NT
Aeschynomene fulgida,22,2,0,2,80,8,3,72,10,LC or NT
Aeschynomene gazensis,11,0,0,0,32,0,4,32,0,LC or NT
Aeschynomene glabrescens,3,0,0,0,12,0,0,12,0,LC or NT
Aeschynomene glauca,21,6,6,9,68,28,3,40,41.17647058823529,VU
Aeschynomene gracilipes,4,0,0,0,12,0,1,12,0,LC or NT
Aeschynomene grandistipulata,10,0,0,0,24,0,8,24,0,LC or NT
Aeschynomene heurckeana,11,0,0,0,44,0,4,44,0,LC or NT
Aeschynomene indica,75,33,2,30,292,120,11,172,41.0958904109589,VU
Aeschynomene inyangensis,16,0,0,0,40,0,7,40,0,LC or NT
Aeschynomene katangensis,17,12,1,13,40,24,1,16,60,EN
Aeschynomene kerstingii,13,0,0,0,32,0,0,32,0,LC or NT
Aeschynomene lateritia,27,5,1,5,108,20,4,88,18.51851851851852,LC or NT
Aeschynomene lateriticola,1,0,0,0,4,0,0,4,0,LC or NT
Aeschynomene leptophylla,13,2,1,2,52,8,1,44,15.384615384615385,LC or NT
Aeschynomene mediocris,5,1,1,1,20,4,2,16,20,LC or NT
Aeschynomene megalophylla,23,4,1,5,56,12,15,44,21.428571428571427,LC or NT
Aeschynomene mimosifolia,15,2,0,2,60,8,6,52,13.333333333333334,LC or NT
Aeschynomene minutiflora,31,7,0,7,112,28,6,84,25,LC or NT
Aeschynomene mossambicensis,6,0,0,0,24,0,0,24,0,LC or NT
Aeschynomene mossoensis,6,1,0,1,20,4,3,16,20,LC or NT
Aeschynomene multicaulis,31,6,0,6,108,20,2,88,18.51851851851852,LC or NT
Aeschynomene neglecta,2,2,0,2,8,8,0,0,100,CR
Aeschynomene nematopoda,7,0,0,0,20,0,0,20,0,LC or NT
Aeschynomene nilotica,6,4,0,4,24,16,0,8,66.66666666666666,EN
Aeschynomene nodulosa,56,2,2,4,168,12,23,156,7.142857142857142,LC or NT
Aeschynomene nyassana,70,6,6,8,224,24,18,200,10.714285714285714,LC or NT
Aeschynomene nyikensis,20,2,0,2,76,8,10,68,10.526315789473683,LC or NT
Aeschynomene oligophylla,11,0,0,0,44,0,7,44,0,LC or NT
Aeschynomene pararubrofarinacea,26,1,1,2,80,8,0,72,10,LC or NT
Aeschynomene pawekiae,3,0,0,0,8,0,0,8,0,LC or NT
Aeschynomene pfundii,1,1,0,1,4,4,0,0,100,CR
Aeschynomene pseudoglabrescens,8,4,3,5,24,12,0,12,50,EN
Aeschynomene pulchella,19,7,3,4,64,12,3,52,18.75,LC or NT
Aeschynomene pygmaea,28,8,7,10,88,24,0,64,27.27272727272727,LC or NT
Aeschynomene rhodesiaca,20,3,2,5,72,16,2,56,22.22222222222222,LC or NT
Aeschynomene rubrofarinacea,36,4,2,4,92,12,18,80,13.043478260869565,LC or NT
Aeschynomene rubroviolacea,1,0,0,0,4,0,0,4,0,LC or NT
Aeschynomene ruspoliana,1,1,0,1,4,4,0,0,100,CR
Aeschynomene sansibarica,2,0,0,0,8,0,0,8,0,LC or NT
Aeschynomene schimperi,58,20,0,19,228,76,10,152,33.33333333333333,VU
Aeschynomene schliebenii,49,8,0,8,156,28,12,128,17.94871794871795,LC or NT
Aeschynomene semilunaris,10,1,0,1,40,4,3,36,10,LC or NT
Aeschynomene sensitiva,26,8,0,7,100,28,3,72,28.000000000000004,LC or NT
Aeschynomene solitariiflora,15,3,0,3,44,8,4,36,18.181818181818183,LC or NT
Aeschynomene sparsiflora,4,0,0,0,16,0,2,16,0,LC or NT
Aeschynomene stipulosa,1,0,0,0,4,0,0,4,0,LC or NT
Aeschynomene stolzii,21,1,0,1,60,4,8,56,6.666666666666667,LC or NT
Aeschynomene tambacoundensis,6,1,0,1,24,4,1,20,16.666666666666664,LC or NT
Aeschynomene tenuirama,27,15,7,15,68,20,2,48,29.411764705882355,LC or NT
Aeschynomene trigonocarpa,33,10,1,10,120,36,1,84,30,VU
Aeschynomene uniflora,53,11,4,13,196,52,9,144,26.53061224489796,LC or NT
Aeschynomene upembensis,1,0,0,0,4,0,1,4,0,LC or NT
Aeschynomene venulosa,3,0,0,0,8,0,1,8,0,LC or NT
Afraegle asso,1,0,0,0,4,0,0,4,0,LC or NT
Afraegle gabonensis,1,0,0,0,4,0,1,4,0,LC or NT
Afraegle paniculata,18,2,0,1,72,4,10,68,5.555555555555555,LC or NT
Aframmi angolense,1,0,0,0,4,0,0,4,0,LC or NT
Aframmi longiradiatum,1,0,0,0,4,0,0,4,0,LC or NT
Aframomum albiflorum,2,0,0,0,8,0,0,8,0,LC or NT
Aframomum alboviolaceum,66,15,3,5,160,12,15,148,7.5,LC or NT
Aframomum alpinum,14,0,0,0,48,0,9,48,0,LC or NT
Aframomum angustifolium,35,5,0,4,128,12,11,116,9.375,LC or NT
Aframomum arundinaceum,8,0,0,0,28,0,4,28,0,LC or NT
Aframomum atewae,8,5,4,1,20,4,6,16,20,LC or NT
Aframomum aulacocarpos,3,1,0,1,12,4,0,8,33.33333333333333,VU
Aframomum cereum,70,22,8,10,224,40,19,184,17.857142857142858,LC or NT
Aframomum chrysanthum,32,27,6,13,100,52,18,48,52,EN
Aframomum citratum,26,5,0,5,60,12,1,48,20,LC or NT
Aframomum cordifolium,3,2,1,1,12,4,1,8,33.33333333333333,VU
Aframomum corrorima,13,2,0,2,48,8,0,40,16.666666666666664,LC or NT
Aframomum daniellii,61,13,1,12,196,40,11,156,20.408163265306122,LC or NT
Aframomum elegans,2,0,0,0,8,0,2,8,0,LC or NT
Aframomum elliottii,4,3,1,2,16,8,1,8,50,EN
Aframomum exscapum,11,8,3,6,44,24,3,20,54.54545454545454,EN
Aframomum giganteum,52,5,1,6,188,24,7,164,12.76595744680851,LC or NT
Aframomum glaucophyllum,12,0,0,0,48,0,2,48,0,LC or NT
Aframomum granum-paradisi,1,1,0,0,4,0,1,4,0,LC or NT
Aframomum hanburyi,8,3,0,3,28,8,0,20,28.57142857142857,LC or NT
Aframomum inversiflorum,1,0,0,0,4,0,0,4,0,LC or NT
Aframomum kayserianum,2,0,0,0,8,0,1,8,0,LC or NT
Aframomum laxiflorum,10,0,0,0,28,0,16,28,0,LC or NT
Aframomum leptolepis,2,1,0,1,8,4,0,4,50,EN
Aframomum letestuanum,40,8,1,9,100,20,1,80,20,LC or NT
Aframomum limbatum,41,4,1,2,144,8,23,136,5.555555555555555,LC or NT
Aframomum longiligulatum,1,0,0,0,4,0,0,4,0,LC or NT
Aframomum longipetiolatum,9,0,0,0,24,0,2,24,0,LC or NT
Aframomum longiscapum,17,12,7,10,60,36,7,24,60,EN
Aframomum makandensis,2,0,0,0,4,0,0,4,0,LC or NT
Aframomum mala,6,0,0,0,24,0,5,24,0,LC or NT
Aframomum mannii,1,0,0,0,4,0,0,4,0,LC or NT
Aframomum melegueta,50,12,2,10,156,24,13,132,15.384615384615385,LC or NT
Aframomum mildbraedii,5,0,0,0,20,0,2,20,0,LC or NT
Aframomum orientale,5,0,1,1,20,4,2,16,20,LC or NT
Aframomum pilosum,7,0,0,0,28,0,4,28,0,LC or NT
Aframomum polyanthum,18,6,2,8,56,20,4,36,35.714285714285715,VU
Aframomum pseudostipulare,5,1,0,1,16,4,4,12,25,LC or NT
Aframomum rostratum,2,1,0,1,8,4,0,4,50,EN
Aframomum sanguineum,6,1,0,1,16,4,3,12,25,LC or NT
Aframomum sericeum,9,0,0,0,24,0,3,24,0,LC or NT
Aframomum singulariflorum,1,0,0,0,4,0,0,4,0,LC or NT
Aframomum spiroligulatum,1,0,0,0,4,0,1,4,0,LC or NT
Aframomum strobilaceum,21,14,6,12,76,44,9,32,57.89473684210527,EN
Aframomum subsericeum,23,2,1,2,68,8,4,60,11.76470588235294,LC or NT
Aframomum sulcatum,27,16,6,16,72,40,5,32,55.55555555555556,EN
Aframomum thonneri,6,1,0,1,20,4,2,16,20,LC or NT
Aframomum uniflorum,1,0,0,0,4,0,1,4,0,LC or NT
Aframomum verrucosum,4,0,0,0,16,0,2,16,0,LC or NT
Aframomum zambesiacum,7,1,0,1,28,4,0,24,14.285714285714285,LC or NT
Afrobrunnichia africana,11,0,0,0,40,0,0,40,0,LC or NT
Afrobrunnichia erecta,134,52,4,39,428,120,29,308,28.037383177570092,LC or NT
Afrocalathea rhizantha,64,4,1,5,228,20,15,208,8.771929824561402,LC or NT
Afrocanthium gilfillanii,1,1,0,1,4,4,0,0,100,CR
Afrocanthium keniense,15,8,0,8,48,28,3,20,58.333333333333336,EN
Afrocanthium kilifiense,21,0,3,1,68,4,10,64,5.88235294117647,LC or NT
Afrocanthium lactescens,63,13,0,13,192,48,7,144,25,LC or NT
Afrocanthium mundianum,9,0,0,0,36,0,1,36,0,LC or NT
Afrocanthium parasiebenlistii,7,0,0,0,28,0,2,28,0,LC or NT
Afrocanthium peteri,13,3,0,1,52,4,3,48,7.6923076923076925,LC or NT
Afrocanthium pseudorandii,17,8,1,9,68,36,3,32,52.94117647058824,EN
Afrocanthium racemulosum,10,2,0,1,40,4,1,36,10,LC or NT
Afrocanthium rondoense,4,0,0,0,12,0,2,12,0,LC or NT
Afrocanthium salubenii,4,2,0,2,12,8,0,4,66.66666666666666,EN
Afrocanthium shabanii,6,1,1,0,24,0,1,24,0,LC or NT
Afrocanthium siebenlistii,31,1,2,0,104,0,17,104,0,LC or NT
Afrocanthium vollesenii,5,4,0,1,12,4,3,8,33.33333333333333,VU
Afrocarpus dawei,14,1,0,1,32,4,4,28,12.5,LC or NT
Afrocarpus falcatus,12,1,0,1,48,4,6,44,8.333333333333332,LC or NT
Afrocarpus gracilior,59,29,0,26,208,92,15,116,44.230769230769226,VU
Afrocarpus mannii,9,0,0,0,32,0,3,32,0,LC or NT
Afrocarpus usambarensis,16,0,0,0,52,0,12,52,0,LC or NT
Afrofittonia silvestris,26,0,0,0,96,0,14,96,0,LC or NT
Afroguatteria bequaertii,12,2,0,2,44,8,1,36,18.181818181818183,LC or NT
Afroguatteria globosa,1,0,0,0,4,0,0,4,0,LC or NT
Afrolicania elaeosperma,64,18,0,16,216,48,19,168,22.22222222222222,LC or NT
Afroligusticum aculeolatum,26,2,0,2,68,8,18,60,11.76470588235294,LC or NT
Afroligusticum claessensii,21,0,0,0,64,0,8,64,0,LC or NT
Afroligusticum elgonense,2,0,0,0,8,0,1,8,0,LC or NT
Afroligusticum elliotii,20,3,0,3,56,8,15,48,14.285714285714285,LC or NT
Afroligusticum linderi,31,7,2,5,112,16,16,96,14.285714285714285,LC or NT
Afroligusticum mattirolii,1,1,0,1,4,4,0,0,100,CR
Afroligusticum petitianum,9,6,1,6,36,24,0,12,66.66666666666666,EN
Afroligusticum runssoricum,53,7,0,6,108,20,38,88,18.51851851851852,LC or NT
Afroligusticum scottianum,5,2,0,2,20,8,1,12,40,VU
Afroligusticum townsendii,4,0,0,0,12,0,3,12,0,LC or NT
Afrosciadium articulatum,1,0,0,0,4,0,0,4,0,LC or NT
Afrosciadium caffrum,1,1,0,1,4,4,0,0,100,CR
Afrosciadium dispersum,2,0,0,0,8,0,2,8,0,LC or NT
Afrosciadium englerianum,1,0,0,0,4,0,1,4,0,LC or NT
Afrosciadium harmsianum,2,0,0,0,8,0,1,8,0,LC or NT
Afrosciadium kerstenii,36,7,0,1,68,4,33,64,5.88235294117647,LC or NT
Afrosciadium lynesii,4,0,0,0,16,0,2,16,0,LC or NT
Afrosciadium nyassicum,41,9,1,10,136,40,14,96,29.411764705882355,LC or NT
Afrosciadium trisectum,1,0,0,0,4,0,1,4,0,LC or NT
Afrosersalisia louisii,1,0,0,0,4,0,1,4,0,LC or NT
Afrosersalisia rwandensis,6,0,0,0,20,0,3,20,0,LC or NT
Afrostyrax kamerunensis,102,6,0,4,312,12,14,300,3.8461538461538463,LC or NT
Afrostyrax lepidophyllus,190,20,7,20,608,52,42,556,8.552631578947368,LC or NT
Afrostyrax macranthus,8,0,1,1,32,4,0,28,12.5,LC or NT
Afrothismia baerae,1,0,0,0,4,0,1,4,0,LC or NT
Afrothismia gabonensis,1,0,0,0,4,0,0,4,0,LC or NT
Afrothismia gesnerioides,1,0,0,0,4,0,0,4,0,LC or NT
Afrothismia hydra,1,1,0,1,4,4,0,0,100,CR
Afrothismia insignis,3,0,0,0,12,0,4,12,0,LC or NT
Afrothismia mhoroana,1,0,0,0,4,0,1,4,0,LC or NT
Afrothismia pachyantha,1,0,0,0,4,0,0,4,0,LC or NT
Afrothismia saingei,1,0,0,0,4,0,0,4,0,LC or NT
Afrothismia winkleri,9,1,0,1,36,4,2,32,11.11111111111111,LC or NT
Afrotrewia kamerunica,5,0,3,3,20,12,0,8,60,EN
Afrotrichloris hyaloptera,2,0,0,0,8,0,0,8,0,LC or NT
Afrotrichloris martinii,3,0,0,0,12,0,0,12,0,LC or NT
Afrotrilepis jaegeri,5,5,0,1,8,4,4,4,50,EN
Afrotrilepis pilosa,98,41,12,33,316,104,20,212,32.91139240506329,VU
Afrovivella semiensis,2,2,0,0,8,0,2,8,0,LC or NT
Afzelia africana,88,22,0,17,276,56,24,220,20.28985507246377,LC or NT
Afzelia bella,189,54,6,33,536,124,39,412,23.134328358208954,LC or NT
Afzelia bipindensis,135,43,0,18,408,56,42,352,13.725490196078432,LC or NT
Afzelia pachyloba,33,2,1,3,120,12,6,108,10,LC or NT
Afzelia parviflora,54,33,13,35,196,124,5,72,63.26530612244898,EN
Afzelia peturei,3,0,0,0,12,0,0,12,0,LC or NT
Afzelia quanzensis,105,21,3,20,404,68,20,336,16.831683168316832,LC or NT
Aganope gabonica,40,8,3,8,144,32,6,112,22.22222222222222,LC or NT
Aganope impressa,20,1,0,0,72,0,6,72,0,LC or NT
Aganope leucobotrya,84,56,19,57,256,180,19,76,70.3125,EN
Aganope lucida,36,2,0,2,100,8,12,92,8,LC or NT
Aganope stuhlmannii,89,20,0,18,320,64,15,256,20,LC or NT
Agapanthus africanus,2,0,0,0,8,0,0,8,0,LC or NT
Agapanthus praecox,1,0,0,0,4,0,0,4,0,LC or NT
Agarista salicifolia,206,20,2,21,592,76,108,516,12.837837837837837,LC or NT
Agathisanthemum bojeri,61,7,3,9,224,36,14,188,16.071428571428573,LC or NT
Agathisanthemum globosum,246,50,11,59,660,144,11,516,21.818181818181817,LC or NT
Agathosma aemula,1,0,0,0,4,0,0,4,0,LC or NT
Agathosma alticola,2,0,0,0,8,0,0,8,0,LC or NT
Agathosma bifida,4,0,0,0,12,0,0,12,0,LC or NT
Agathosma bisulca,2,0,0,0,4,0,0,4,0,LC or NT
Agathosma capensis,2,0,0,0,8,0,0,8,0,LC or NT
Agathosma decurrens,1,0,0,0,4,0,0,4,0,LC or NT
Agathosma dielsiana,1,0,0,0,4,0,0,4,0,LC or NT
Agathosma marifolia,1,0,0,0,4,0,0,4,0,LC or NT
Agathosma pubigera,1,0,0,0,4,0,0,4,0,LC or NT
Agathosma serphyllacea,2,0,0,0,8,0,0,8,0,LC or NT
Agathosma spinescens,2,0,0,0,8,0,0,8,0,LC or NT
Agathosma variabilis,1,0,0,0,4,0,0,4,0,LC or NT
Agathosma virgata,1,0,0,0,4,0,0,4,0,LC or NT
Agave attenuata,1,0,0,0,4,0,0,4,0,LC or NT
Agelaea gabonensis,11,0,0,0,32,0,1,32,0,LC or NT
Agelaea palmata,15,1,1,2,60,8,1,52,13.333333333333334,LC or NT
Agelaea paradoxa,351,122,10,76,1024,220,92,804,21.484375,LC or NT
Agelaea pentagyna,818,201,28,175,2576,592,167,1984,22.981366459627328,LC or NT
Agelaea poggeana,35,1,0,1,132,4,11,128,3.0303030303030303,LC or NT
Agelaea rubiginosa,72,10,0,6,216,12,21,204,5.555555555555555,LC or NT
Agelanthus atrocoronatus,5,0,0,0,20,0,1,20,0,LC or NT
Agelanthus bipartitus,3,0,0,0,12,0,1,12,0,LC or NT
Agelanthus brunneus,79,9,4,10,288,40,18,248,13.88888888888889,LC or NT
Agelanthus dichrous,7,1,0,1,28,4,3,24,14.285714285714285,LC or NT
Agelanthus discolor,1,0,0,0,4,0,0,4,0,LC or NT
Agelanthus djurensis,29,3,0,3,116,12,4,104,10.344827586206897,LC or NT
Agelanthus dodoneifolius,63,18,1,17,244,68,10,176,27.86885245901639,LC or NT
Agelanthus elegantulus,19,0,0,0,48,0,14,48,0,LC or NT
Agelanthus entebbensis,1,1,0,1,4,4,0,0,100,CR
Agelanthus fuellebornii,8,0,0,0,32,0,3,32,0,LC or NT
Agelanthus glaucoviridis,6,2,0,2,24,8,0,16,33.33333333333333,VU
Agelanthus glomeratus,2,0,0,0,8,0,0,8,0,LC or NT
Agelanthus gracilis,1,0,0,0,4,0,0,4,0,LC or NT
Agelanthus heteromorphus,5,4,0,4,16,12,0,4,75,EN
Agelanthus igneus,4,0,0,0,16,0,0,16,0,LC or NT
Agelanthus irangensis,3,1,0,1,12,4,0,8,33.33333333333333,VU
Agelanthus kayseri,33,3,0,3,80,12,4,68,15,LC or NT
Agelanthus keilii,7,0,0,0,24,0,0,24,0,LC or NT
Agelanthus krausei,14,1,0,1,48,4,5,44,8.333333333333332,LC or NT
Agelanthus longipes,14,0,0,0,56,0,6,56,0,LC or NT
Agelanthus microphyllus,6,1,0,0,24,0,1,24,0,LC or NT
Agelanthus molleri,6,1,0,0,24,0,2,24,0,LC or NT
Agelanthus myrsinifolius,33,8,0,3,84,12,21,72,14.285714285714285,LC or NT
Agelanthus natalitius,3,1,0,1,12,4,0,8,33.33333333333333,VU
Agelanthus nyasicus,5,1,0,1,20,4,1,16,20,LC or NT
Agelanthus oehleri,1,0,0,0,4,0,0,4,0,LC or NT
Agelanthus pennatulus,9,0,0,0,36,0,4,36,0,LC or NT
Agelanthus pilosus,1,0,0,0,4,0,1,4,0,LC or NT
Agelanthus platyphyllus,7,3,0,3,28,12,0,16,42.857142857142854,VU
Agelanthus pungu,15,2,1,3,60,12,3,48,20,LC or NT
Agelanthus rondensis,1,0,0,0,4,0,0,4,0,LC or NT
Agelanthus sambesiacus,1,1,0,0,4,0,1,4,0,LC or NT
Agelanthus sansibarensis,9,1,0,1,36,4,2,32,11.11111111111111,LC or NT
Agelanthus scassellatii,8,0,1,0,32,0,2,32,0,LC or NT
Agelanthus schweinfurthii,2,0,0,0,8,0,0,8,0,LC or NT
Agelanthus subulatus,30,0,0,0,120,0,15,120,0,LC or NT
Agelanthus tanganyikae,1,0,0,0,4,0,0,4,0,LC or NT
Agelanthus terminaliae,2,0,0,0,8,0,1,8,0,LC or NT
